Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,fielders,Sum of fours,Sum of innings,isout,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate,team,wickettype
50,186030,22,218975,{7804},4,8,true,3497325,43,1,215.71,Kings XI,caught
67,37270,17,105278,{7804},5,4,true,1612580,64,3,322.34,KKR,caught
8,8999,6,7804,{7804},2,1,true,598006,24,2,300,Mumbai,caught
24,52539,2,11271,{7804},1,1,true,336012,20,0,83.33,RCB,caught
12,83714,18,108007,{7804},0,5,true,1501841,6,0,107.14,Royals,caught
4,9505,5,7804,{7804},1,1,true,392206,6,0,150,Super Kings,caught
40,35384,3,47078,{7804},3,2,true,980979,34,1,85,Supergiants,caught
24,50771,3,0,{78239},0,2,true,1304073,14,0,58.33,Capitals,run out
16,59599,5,59260,{78239},3,1,true,1304106,19,0,118.75,Punjab Kings,caught
12,72103,7,0,{78239},1,2,true,1359501,10,0,83.33,Punjab Kings,run out
8,60806,4,78239,{78239},0,1,true,1304059,8,1,100,Royals,caught
25,53891,5,78239,{78239},0,1,true,1304113,34,3,136,Titans,caught
1,59601,6,49039,{78281},0,2,true,1216523,0,0,0,Kings XI,caught
2,49039,9,0,"{79151,58406}",0,2,true,1359542,1,0,50,KKR,run out
39,75325,2,104770,{79151},8,2,true,1359537,59,1,151.28,Mumbai,caught
5,77887,5,12562,{79151},0,1,true,1359504,3,0,60,Titans,caught
4,12701,5,0,"{79159,51216}",0,1,true,1136596,1,0,25,Daredevils,run out
16,70411,3,0,"{79159,51216}",1,2,true,1136619,22,2,137.5,KKR,run out
2,64479,8,0,"{79159,51216}",0,2,true,1359504,2,0,100,Super Giants,run out
9,7139,9,0,"{79159,62457}",0,2,true,1136617,2,0,22.22,Super Kings,run out
30,67455,7,66722,{79159},2,1,true,1359518,27,1,90,Capitals,caught
2,48739,3,0,{79159},0,1,true,1359518,2,0,100,Capitals,run out
2,51098,7,0,{79159},0,1,true,1082596,1,0,50,Guj Lions,run out
14,59601,2,61797,{79159},1,1,true,1216498,17,0,121.42,Kings XI,caught
190,575922,50,606361,{79159},18,16,true,11495419,282,18,1346.44,KKR,caught
139,483947,24,509894,{79159},17,8,true,8803369,187,7,836.56,Mumbai,caught
36,222964,5,221882,{79159},3,3,true,3917625,27,0,143.55,Punjab Kings,caught
58,254793,15,213590,{79159},4,4,true,4911297,101,7,666.31,RCB,caught
1,46597,5,0,{79159},0,1,true,1237178,0,0,0,RCB,run out
55,111902,4,102560,{79159},7,2,true,2273128,62,0,216.66,Royals,caught
30,135423,12,130368,{79159},4,4,true,2719072,32,0,228.84,Sunrisers,caught
35,158624,11,160773,{79159},7,4,true,2663628,49,2,183.33,Super Giants,caught
85,275069,15,326558,{79159},7,5,true,5404286,106,4,509.21,Super Kings,caught
2,44853,6,54283,{79159},1,1,true,1082634,4,0,200,Supergiant,caught
41,61999,2,0,{79159},6,2,true,1082615,59,3,143.9,Supergiant,run out
37,70405,4,79159,{79597},5,2,true,1216542,77,7,208.1,Kings XI,caught
22,100369,12,205146,{79597},1,2,true,2663592,31,3,260,KKR,caught
18,61990,3,54283,{79597},6,1,true,1216538,27,0,150,Mumbai,caught
18,83439,5,0,{79597},3,2,true,1304111,46,4,255.55,Mumbai,run out
18,75311,5,79597,{79597},2,1,true,1216502,21,0,116.66,RCB,caught
18,102743,2,73871,{79597},5,1,true,1359526,35,2,194.44,Royals,caught
36,102753,4,73871,{79597},6,1,true,1359536,47,1,130.55,Titans,caught
0,53581,11,0,"{7987,48319}",0,1,true,392224,0,0,0,Super Kings,run out
37,4176,1,10556,{7987},4,1,true,336002,46,2,124.32,Chargers,caught
37,1988,1,47154,{7987},4,2,true,336012,54,4,145.94,Mumbai,caught
40,2121,2,1973,{7987},3,2,true,336029,45,2,112.5,Super Kings,caught
14,4382,4,0,"{8021,2000}",3,1,true,419126,22,0,157.14,Chargers,run out
11,44691,6,0,"{8021,9982,12701}",0,1,true,419143,8,0,72.72,Kings XI,run out
5,50810,9,44876,{8021},0,1,true,419126,10,1,200,Chargers,caught
5,8163,7,0,{8021},0,1,true,419126,2,0,40,Chargers,run out
20,8163,6,7716,{8021},1,2,true,501213,31,3,155,Daredevils,caught
81,121891,24,171332,{8021},4,6,true,2342011,75,1,419.81,Kings XI,caught
1,11399,6,0,{8021},0,2,true,419124,1,0,100,Kings XI,run out
2,1988,1,10125,{8021},0,1,true,419150,1,0,50,Mumbai,caught
11,6377,4,12562,{8021},1,2,true,548326,12,0,109.09,Royals,caught
24,15716,3,12562,{8021},2,1,true,548352,32,2,133.33,Super Kings,caught
4,48319,8,0,"{8040,9570}",2,1,true,336034,8,0,200,RCB,run out
15,6405,2,0,{8040},2,2,true,335999,15,0,100,Kings XI,run out
29,49752,3,47123,{8040},1,1,true,336034,38,2,131.03,RCB,caught
9,9257,1,2166,{8040},1,2,true,335990,12,1,133.33,Royals,caught
32,292024,30,253369,{80425},5,6,true,5216304,40,0,535.41,KKR,caught
32,48405,1,67609,{80425},4,1,true,1304048,41,2,128.12,Mumbai,caught
14,162515,19,149586,{80425},1,3,true,2608188,18,2,400,Punjab Kings,caught
5,96392,6,101780,{80425},0,1,true,1304104,9,1,180,Royals,caught
34,70405,5,63477,{80425},2,2,true,1304096,62,6,182.35,Sunrisers,caught
52,61999,2,49496,{80425},9,2,true,1082631,93,7,178.84,Supergiant,caught
27,70633,4,87603,{80425},4,1,true,1304056,31,0,114.81,Titans,caught
11,49040,6,0,"{80451,75347}",1,2,true,1304069,10,0,90.9,Mumbai,run out
11,51096,1,67296,{80451},3,2,true,1304054,12,0,109.09,KKR,caught
30,61990,5,67296,{80451},1,2,true,1304069,43,4,143.33,Mumbai,caught
15,110977,6,49247,{80607},1,2,true,1359541,13,0,86.66,Capitals,caught
79,212795,10,161491,{80607},14,5,true,3880079,107,2,291.46,KKR,caught
21,94125,3,96617,{80639},5,2,true,1359493,36,1,171.42,KKR,caught
63,49752,1,54282,{80639},12,2,true,1359539,100,4,158.73,RCB,caught
4,8999,5,101780,{80639},0,1,true,1254089,2,0,50,Super Kings,caught
9,64479,5,103588,{80645},0,1,true,1254083,5,0,55.55,Punjab Kings,caught
1,101306,8,51367,{80645},0,2,true,1304100,0,0,0,Sunrisers,caught
9,54212,5,59260,{80645},0,2,true,1312198,9,1,100,Super Giants,caught
3,7593,7,51367,{80645},0,2,true,1304095,2,0,66.66,Super Kings,caught
22,51216,1,78239,{80645},4,2,true,1304089,29,0,131.81,Titans,caught
2,80425,6,75993,{80807},0,2,true,1304048,0,0,0,Capitals,caught
11,60530,1,67455,{80807},1,2,true,1216546,15,1,136.36,Kings XI,caught
49,252011,14,302947,{80807},3,6,true,5216324,63,5,428.49,KKR,caught
48,125214,9,117863,{80807},6,2,true,2474354,64,3,264.21,Mumbai,caught
13,103766,2,79151,{80807},2,2,true,1359512,9,0,69.23,Punjab Kings,caught
3,96392,6,89779,{80807},0,1,true,1304090,3,0,100,Royals,caught
40,51216,1,66116,{80807},6,2,true,1304097,55,2,137.5,Titans,caught
20,95315,1,95219,{80817},7,2,true,1304078,41,1,205,Capitals,caught
11,53271,4,80817,{80817},1,2,true,1359482,19,1,172.72,Royals,caught
56,60530,1,101430,{80817},8,1,true,1359495,74,1,132.14,Super Giants,caught
6,12562,9,0,"{8107,12701}",0,1,true,548321,6,0,100,Chargers,run out
16,8821,4,0,"{8107,12701}",1,1,true,548316,15,1,93.75,Super Kings,run out
34,96810,8,95473,{8107},1,2,true,811352,52,5,173.33,Chargers,caught
5,7781,2,48249,{8107},0,2,true,392194,7,1,140,Daredevils,caught
9,108113,7,125377,{8107},0,4,true,1714958,7,0,116.66,Kings XI,caught
14,51216,6,1973,{8107},0,1,true,392199,21,1,150,KKR,caught
15,55969,13,107536,{8107},0,4,true,1515829,13,1,250,Mumbai,caught
29,68241,10,68485,{8107},3,2,true,967503,24,0,138,Royals,caught
22,15887,1,15308,{8107},5,1,true,729301,33,1,150,Sunrisers,caught
34,14250,7,25288,{8114},3,2,true,784440,49,2,285.96,Chargers,caught
9,7130,2,48269,{8114},1,1,true,392213,8,0,88.88,RCB,caught
11,15716,3,48269,{8114},1,2,true,392217,13,1,118.18,Super Kings,caught
23,63224,5,108529,{81141},4,2,true,1359484,34,1,147.82,Super Giants,caught
11,46933,1,95219,{81141},1,1,true,1181764,6,0,54.54,Super Kings,caught
10,72393,6,0,"{81147,8813}",0,1,true,1254116,17,2,170,Capitals,run out
27,66658,5,176378,{81147},7,3,true,2558179,37,0,305.71,Capitals,caught
9,63224,6,64402,{81147},0,1,true,1254096,12,1,133.33,Mumbai,caught
53,115935,5,100051,{81147},6,3,true,2613625,63,0,202.19,RCB,caught
61,275808,24,297114,{81147},5,6,true,5116396,85,6,391.88,Sunrisers,caught
32,124617,13,170484,{81147},4,2,true,2719084,58,5,193.33,Super Giants,caught
87,93530,5,160819,{81147},9,3,true,2508215,118,4,260.04,Super Kings,caught
25,51216,1,58274,{81147},2,1,true,1304081,25,1,100,Titans,caught
17,50771,4,59260,{81197},3,2,true,1359524,26,1,152.94,Capitals,caught
8,61990,3,54674,{81197},3,2,true,1254093,13,0,162.5,Mumbai,caught
3,66725,5,96392,{81197},1,1,true,1178424,6,0,200,RCB,caught
7,104817,8,54369,{81197},0,2,true,1359534,1,0,14.28,Royals,caught
51,157319,5,105736,{81197},8,3,true,2663639,69,2,235.32,Sunrisers,caught
7,70405,7,15731,{81197},0,2,true,1359517,9,1,128.57,Super Giants,caught
5,70633,4,103588,{81197},0,2,true,1304089,3,0,60,Titans,caught
10,12701,2,12020,{8161},3,1,true,419124,13,0,130,Royals,caught
33,16458,7,20762,{8161},8,4,true,1002496,57,2,355.55,Warriors,caught
39,12106,2,0,"{8163,4176}",6,2,true,392220,44,1,112.82,Royals,run out
33,64032,10,97720,{8163},1,3,true,1176683,27,1,342.66,Daredevils,caught
60,73016,4,141639,{8163},11,5,true,1513727,74,1,367.65,Kings XI,caught
19,7773,3,9235,{8163},2,1,true,501230,18,0,94.73,KKR,caught
16,7773,2,0,{8163},3,1,true,548378,32,2,200,KKR,run out
32,48405,4,47289,{8163},2,1,true,501246,49,3,153.12,Mumbai,caught
61,54779,11,23187,{8163},12,6,true,1285654,101,4,498.48,RCB,caught
43,65058,5,56456,{8163},3,3,true,1230564,49,3,246.06,Super Kings,caught
25,9587,2,48405,{8197},7,2,true,336031,50,2,200,Kings XI,caught
19,1934,2,4169,{8197},4,1,true,336024,23,0,121.05,Mumbai,caught
28,19596,3,49361,{8197},4,2,true,336002,34,1,121.42,RCB,caught
25,2232,1,0,{8197},6,2,true,336002,31,0,124,RCB,run out
2,12049,6,0,"{8270,11374,8813}",0,1,true,336026,1,0,50,RCB,run out
23,57524,13,14663,{8270},3,4,true,672040,43,3,368.88,Chargers,caught
20,15550,6,20832,{8270},2,4,true,672017,19,0,173.8,Kings XI,caught
31,24059,12,70808,{8270},1,2,true,672008,31,2,194.76,Mumbai,caught
27,7593,4,19627,{8270},2,1,true,336001,32,1,118.51,Super Kings,caught
27,54212,5,0,"{83439,75325}",5,2,true,1370351,40,1,148.14,Super Giants,run out
7,149642,12,158885,{83439},0,3,true,2608163,5,0,130,Capitals,caught
43,46933,2,108342,{83439},5,2,true,1359479,73,6,169.76,RCB,caught
22,319280,17,309210,{83439},1,4,true,5271716,33,3,525.79,Royals,caught
69,360701,30,370323,{83439},11,9,true,6742107,100,3,658.73,Sunrisers,caught
6,75311,10,0,{83439},2,2,true,1359499,10,0,166.66,Sunrisers,run out
18,127703,6,97974,{83439},1,3,true,2729888,13,0,144.14,Super Giants,caught
76,158825,8,154022,{83439},8,2,true,2729861,148,11,333.75,Titans,caught
13,54222,4,51092,{83915},1,1,true,1312199,24,2,184.61,RCB,caught
41,23567,9,96538,{8399},3,4,true,784420,49,3,154.72,Kings XI,caught
20,48739,2,75311,{84027},2,1,true,1359508,21,1,105,Capitals,caught
1,90143,2,73871,{84027},0,1,true,1359521,0,0,0,KKR,caught
12,75325,1,54282,{84027},1,2,true,1359543,14,1,116.66,Mumbai,caught
9,59599,3,67296,{84201},0,1,true,1178412,2,0,22.22,Kings XI,caught
17,49752,2,67455,{84201},2,2,true,1178421,23,1,135.29,RCB,caught
50,161150,11,100419,{84201},4,2,true,2356843,50,2,102.04,Royals,caught
36,51454,3,72509,{84201},3,1,true,1181766,30,0,83.33,Sunrisers,caught
5,9900,6,59261,{84225},1,1,true,1178424,8,0,160,RCB,caught
4,8813,7,0,"{84635,61325}",1,2,true,1304085,6,0,150,RCB,run out
3,71335,3,12894,{84635},0,2,true,1304080,1,0,33.33,Capitals,caught
48,74736,9,166426,{84635},4,6,true,3528485,74,7,379.7,Kings XI,caught
8,49357,7,83915,{84635},0,2,true,1304076,8,0,100,KKR,caught
12,138549,11,115256,{84635},3,2,true,2508124,16,0,199.99,Mumbai,caught
28,46597,4,67609,{84635},5,1,true,1178410,66,6,235.71,RCB,caught
18,74975,4,98673,{84635},2,2,true,1254075,22,1,122.22,Royals,caught
6,8821,6,47123,{8539},1,1,true,419147,6,0,100,Super Kings,caught
26,75325,3,0,"{85763,86109}",6,2,true,1359490,31,0,119.23,Mumbai,run out
7,70411,4,49327,{85763},1,1,true,1359502,4,0,57.14,KKR,caught
82,156014,5,171526,{85763},22,2,true,2718970,139,2,348.44,Royals,caught
34,71335,5,79159,{85975},2,1,true,1359481,30,0,88.23,Capitals,caught
20,75591,7,105215,{85975},0,1,true,1359513,19,1,95,KKR,caught
37,226304,16,209527,{85975},2,6,true,4089370,34,1,320.62,Mumbai,caught
40,303577,22,307927,{86109},5,7,true,6531243,44,1,453.42,KKR,caught
60,129546,4,131260,{86109},5,3,true,2541229,76,4,222.21,Mumbai,caught
3,51421,7,67296,{86109},0,1,true,1254086,2,0,66.66,Punjab Kings,caught
35,63035,11,135218,{86109},7,2,true,2663567,55,2,161.76,RCB,caught
14,49752,3,0,{86109},1,1,true,1304073,12,0,85.71,RCB,run out
118,327178,23,352788,{86109},17,9,true,6245318,147,3,623.08,Royals,caught
64,118936,3,126954,{86109},7,2,true,2608182,100,6,327.9,Super Giants,caught
29,126071,8,173712,{86109},2,2,true,2719070,43,3,349.44,Super Kings,caught
8,61999,5,0,"{86165,51092}",1,2,true,1136592,9,0,112.5,Royals,run out
24,8999,4,0,"{86165,51092}",5,1,true,1136590,41,1,170.83,Super Kings,run out
10,95094,4,0,"{86165,67455}",0,2,true,1216539,5,0,50,Super Kings,run out
27,82008,10,149900,{86165},5,3,true,3146225,33,0,275.43,Guj Lions,caught
142,318306,30,426392,{86165},21,9,true,7136903,201,6,825.62,Kings XI,caught
36,120131,6,156620,{86165},2,2,true,2356824,42,2,244.44,Kings XI,stumping
200,398598,31,493000,{86165},20,12,true,10739527,221,5,934.1,KKR,caught
53,242250,18,215235,{86165},6,6,true,4944842,72,3,348.63,KKR,stumping
155,687014,49,613556,{86165},16,14,true,13153401,197,8,1321.99,Mumbai,caught
61,125029,13,85752,{86165},8,5,true,3394608,83,4,393.46,Mumbai,stumping
46,107089,10,237189,{86165},4,4,true,3912266,40,0,268.75,Punjab Kings,caught
17,101430,10,0,{86165},2,1,true,1304078,9,0,52.94,Punjab Kings,run out
8,119664,8,135064,{86165},0,3,true,2608188,5,0,126.66,Punjab Kings,stumping
130,456527,37,407445,{86165},16,13,true,9499780,175,5,778.53,RCB,caught
42,56722,7,104473,{86165},5,2,true,2260990,56,3,277.77,RCB,stumping
32,418360,29,366931,{86165},3,11,true,8472180,33,1,636.89,Royals,caught
54,163758,11,38018,{86165},4,5,true,3569117,86,7,394.35,Royals,stumping
76,355025,26,295876,{86165},6,8,true,7115887,86,4,456.05,Sunrisers,caught
5,126276,17,0,{86165},0,2,true,2435871,4,0,100,Sunrisers,run out
9,51482,5,12562,{86165},1,2,true,1254077,9,0,100,Sunrisers,stumping
173,187720,24,375560,{86165},19,10,true,7342009,220,6,758.97,Super Kings,caught
26,10125,1,12562,{86165},4,2,true,1175360,44,3,169.23,Super Kings,stumping
24,224274,18,94908,{86165},2,8,true,4330439,31,2,504.27,Supergiant,caught
2,49024,1,54674,{86165},0,1,true,1304056,1,0,50,Titans,caught
1,50810,8,0,"{8726,9815}",0,1,true,501235,0,0,0,Warriors,run out
32,9587,1,6253,{8726},5,1,true,548326,44,1,137.5,Chargers,caught
16,8813,4,17780,{8726},3,1,true,501220,21,0,131.25,Kings XI,caught
25,25478,11,127266,{8726},1,6,true,1794015,22,1,100,KKR,caught
14,7773,1,10125,{8726},1,2,true,598043,12,0,85.71,KKR,stumping
9,51482,8,9815,{8726},0,1,true,501225,5,0,55.55,Kochi,caught
34,9900,3,2000,{8726},2,1,true,501225,32,0,94.11,Kochi,stumping
13,9453,9,68517,{8726},1,2,true,1002462,14,0,216.66,Mumbai,stumping
22,7419,1,10125,{8726},5,2,true,598023,25,0,113.63,RCB,caught
15,111375,10,68310,{8726},1,2,true,1196103,15,1,227.77,Sunrisers,caught
35,45554,1,58185,{8726},5,2,true,734003,44,2,125.71,Super Kings,caught
50,49342,2,0,{8726},6,1,true,598058,55,0,110,Super Kings,run out
40,17484,6,19780,{8726},7,2,true,1049593,48,0,235.08,Warriors,caught
12,44946,1,10401,{8726},3,1,true,501235,18,0,150,Warriors,stumping
6,12020,9,0,"{8742,10386}",0,1,true,501207,1,0,16.66,Kochi,run out
12,59339,7,0,"{8742,10556}",2,1,true,734037,16,1,133.33,Sunrisers,run out
4,7786,2,0,"{8742,2228}",0,1,true,336021,1,0,25,KKR,run out
8,17752,7,0,"{8742,2232}",0,1,true,419148,16,2,200,KKR,run out
3,54222,3,0,"{8742,7593}",0,1,true,1304095,3,0,100,RCB,run out
7,48155,5,0,"{8742,8813}",1,2,true,1175365,10,0,142.85,Capitals,run out
26,118705,12,175978,{8742},0,3,true,2520644,7,0,51.63,Capitals,caught
42,75689,19,244208,{8742},4,7,true,2259969,36,1,225.85,Chargers,caught
64,24445,9,11662,{8742},9,5,true,1339555,79,2,375.42,Chargers,stumping
230,534260,54,502775,{8742},22,19,true,9297079,272,9,1442.85,Daredevils,caught
21,59589,9,0,{8742},1,2,true,1153125,13,0,127.77,Daredevils,run out
47,86670,15,58229,{8742},2,4,true,2311855,43,3,290.63,Daredevils,stumping
1,45554,1,69114,{8742},0,2,true,981001,0,0,0,Guj Lions,caught
29,8813,4,3328,{8742},8,2,true,980975,51,1,175.86,Guj Lions,stumping
140,587052,57,590459,{8742},13,15,true,10171631,141,2,1136.91,Kings XI,caught
70,180292,28,213964,{8742},3,5,true,3279986,73,3,395.14,Kings XI,stumping
85,285046,28,175970,{8742},12,7,true,3407011,94,3,605.15,KKR,caught
1,48965,9,0,{8742},0,1,true,419148,0,0,0,KKR,run out
4,16699,5,60683,{8742},0,2,true,1002414,2,0,66.66,Kochi,caught
143,495211,38,470978,{8742},21,14,true,8280943,194,7,1230.69,Mumbai,caught
1,48431,10,0,{8742},0,1,true,548351,1,0,100,Mumbai,run out
118,127691,21,178105,{8742},15,9,true,3637818,150,4,490.27,Mumbai,stumping
19,134946,6,155844,{8742},1,2,true,2608114,30,3,352.94,Punjab Kings,caught
103,236907,30,373147,{8742},9,14,true,7591189,108,6,928.09,RCB,caught
22,91362,11,126112,{8742},3,4,true,1659426,35,2,293.15,RCB,stumping
104,210274,25,142880,{8742},11,9,true,3445870,107,2,607.92,Royals,caught
44,61600,10,50250,{8742},4,3,true,1126161,47,1,159.04,Royals,stumping
170,219320,29,412052,{8742},21,9,true,7765319,219,7,733.91,Sunrisers,caught
25,184503,23,212110,{8742},1,6,true,3627437,22,1,295.71,Sunrisers,stumping
104,246563,59,390539,{8742},6,14,true,7237285,116,7,967.87,Super Kings,caught
79,103578,11,106921,{8742},12,5,true,2298404,101,4,521.62,Super Kings,stumping
54,106313,10,184257,{8742},5,3,true,3247860,70,3,371.28,Supergiant,stumping
12,15317,4,69114,{8742},1,1,true,980989,13,0,108.33,Supergiants,caught
27,35384,3,47185,{8742},3,1,true,980989,33,1,122.22,Supergiants,stumping
1,95316,2,101414,{8742},0,2,true,1304075,0,0,0,Titans,caught
0,12894,9,0,"{87477,101312}",0,2,true,1359534,0,0,0,Royals,run out
9,79159,8,0,"{87477,46533}",1,2,true,1254063,17,1,188.88,Sunrisers,run out
23,138786,12,181461,{87477},3,4,true,2575999,28,0,227.77,Capitals,caught
62,196884,12,190918,{87477},5,4,true,3355788,89,5,366.4,Daredevils,caught
14,7568,2,58274,{87477},4,1,true,1136608,18,0,128.57,Kings XI,caught
64,208327,10,191096,{87477},13,6,true,3724694,89,2,426.17,KKR,caught
88,202079,13,286353,{87477},11,5,true,4871287,114,6,543.29,Mumbai,caught
71,111760,3,164913,{87477},10,3,true,2558196,123,9,363.29,Punjab Kings,caught
9,56442,6,0,{87477},1,2,true,1359501,13,1,144.44,Punjab Kings,run out
46,323057,15,288187,{87477},9,7,true,6581341,60,2,518.66,Royals,caught
9,59339,8,59260,{87477},0,2,true,1304077,16,2,177.77,Super Giants,caught
96,187629,15,303582,{87477},9,9,true,6153316,150,12,813.81,Super Kings,caught
19,59601,6,0,"{87569,60530}",1,2,true,1136568,22,0,115.78,RCB,run out
39,95315,1,0,"{87603,66101}",7,1,true,1254077,53,1,135.89,Capitals,run out
12,51421,7,59339,{87603},0,1,true,1216498,7,0,58.33,Kings XI,caught
3,75347,6,63651,{87603},0,2,true,1359538,0,0,0,Punjab Kings,caught
46,49752,2,85763,{87603},5,1,true,1359524,55,0,119.56,RCB,caught
5,50121,7,0,"{8807,49247}",0,2,true,501207,1,0,20,Warriors,run out
9,15887,2,47123,{8807},0,1,true,501229,4,0,44.44,Chargers,caught
33,60302,11,62755,{8807},4,4,true,1196134,41,1,240.43,Daredevils,caught
11,7716,3,0,"{8813,4380}",0,1,true,392183,16,2,145.45,Kings XI,run out
11,49108,9,0,"{8813,45257}",1,1,true,980917,25,2,227.27,Mumbai,run out
0,50810,10,0,"{8813,49040}",0,1,true,548308,0,0,0,Warriors,run out
33,6256,2,0,"{8813,51482}",7,1,true,734031,56,2,169.69,Mumbai,run out
1,48277,7,0,"{8813,57444}",0,1,true,829713,0,0,0,KKR,run out
18,54222,5,0,"{8813,96417}",1,1,true,1136586,27,2,150,Daredevils,run out
78,405863,17,302783,{8813},13,10,true,6140313,136,7,668.88,Capitals,caught
3,73507,10,0,{8813},1,1,true,1254092,5,0,166.66,Capitals,run out
49,118307,19,191296,{8813},11,7,true,2459904,63,1,719.27,Chargers,caught
3,53565,8,0,{8813},0,1,true,392201,0,0,0,Chargers,run out
54,72935,13,32263,{8813},3,5,true,1276603,40,0,190.62,Chargers,stumping
168,479998,37,509398,{8813},27,16,true,8873847,280,15,1027.16,Daredevils,caught
37,111889,3,98235,{8813},1,3,true,1966330,28,1,112.74,Daredevils,stumping
139,569469,69,730309,{8813},21,26,true,11620619,171,5,1601.31,Kings XI,caught
43,127134,19,130553,{8813},6,4,true,2648974,68,3,740.07,Kings XI,stumping
178,390242,51,497103,{8813},19,13,true,10068364,218,9,1023.99,KKR,caught
19,58148,12,0,{8813},5,3,true,1248902,46,3,314.7,KKR,run out
31,118599,11,73555,{8813},3,5,true,1409400,19,0,114.47,KKR,stumping
1,9900,6,8161,{8813},0,1,true,501254,0,0,0,Kochi,caught
375,1027791,82,1224099,{8813},43,29,true,19656866,431,16,1949.18,Mumbai,caught
61,73847,16,0,{8813},7,3,true,1545360,87,3,382,Mumbai,run out
33,172944,15,122331,{8813},5,4,true,2229826,34,1,401.19,Mumbai,stumping
48,171681,14,214937,{8813},5,3,true,3862290,77,5,306.66,Punjab Kings,caught
5,75315,9,78239,{8813},0,2,true,1359501,7,1,140,Punjab Kings,stumping
169,395665,30,564464,{8813},21,20,true,9978776,172,4,1045.55,RCB,caught
8,53754,6,7139,{8813},0,2,true,598033,12,1,150,RCB,stumping
240,1148694,101,1256505,{8813},30,40,true,20550834,261,5,2245.06,Royals,caught
40,10125,4,0,{8813},5,2,true,336015,74,5,185,Royals,run out
146,286607,62,362566,{8813},12,18,true,7404333,183,11,996.38,Royals,stumping
127,563287,44,619319,{8813},22,17,true,11253938,193,6,1364.77,Sunrisers,caught
1,54282,9,0,{8813},0,1,true,1136614,0,0,0,Sunrisers,run out
53,263725,15,235026,{8813},5,6,true,4524547,48,0,273.74,Sunrisers,stumping
92,382681,38,321496,{8813},10,12,true,8046166,84,1,478.33,Super Giants,caught
2,64479,5,78239,{8813},0,2,true,1359517,1,0,50,Super Giants,stumping
156,388011,52,524325,{8813},13,19,true,9843508,172,6,1334.85,Super Kings,caught
0,66722,9,0,{8813},0,1,true,829779,0,0,0,Super Kings,run out
12,46597,3,49039,{8813},2,1,true,1254072,25,2,208.33,Super Kings,stumping
43,46933,2,68573,{8813},5,1,true,980911,69,4,160.46,Supergiants,stumping
3,60628,6,51367,{8813},0,1,true,1304113,2,0,66.66,Titans,caught
6,2024,2,7139,{8813},0,1,true,548308,3,0,50,Warriors,stumping
29,10384,2,0,"{8814,7593}",4,1,true,548368,37,1,127.58,KKR,run out
20,4176,1,45487,{8814},1,2,true,419163,15,1,75,Chargers,caught
37,16215,5,58381,{8814},6,4,true,1002430,50,2,276.21,Kochi,caught
7,7519,1,9505,{8814},0,1,true,501221,0,0,0,Mumbai,caught
73,103704,11,26468,{8814},9,6,true,1503633,100,3,272.72,RCB,caught
31,20769,6,11546,{8814},6,4,true,838274,41,1,222.3,Royals,caught
34,53688,7,58381,{8814},6,2,true,1002456,50,2,299.23,Warriors,caught
5,7519,7,0,"{8821,7593}",0,2,true,419142,4,0,80,Mumbai,run out
3,54936,6,0,"{8821,9900}",0,1,true,336033,3,0,100,Royals,run out
73,100986,9,19004,{8821},11,6,true,1064223,98,4,390.29,Chargers,caught
16,8813,5,7458,{8821},1,2,true,419155,13,0,81.25,Daredevils,caught
113,43633,14,132338,{8821},16,8,true,2269946,156,5,427.13,KKR,caught
20,9368,13,0,{8821},2,3,true,1017135,21,0,105,KKR,run out
14,7139,8,2041,{8821},1,2,true,335989,28,3,200,Mumbai,caught
3,17850,1,0,{8821},0,2,true,335989,2,0,66.66,Mumbai,run out
20,52033,10,99173,{8821},2,4,true,784409,19,1,198.89,RCB,caught
14,12406,9,18527,{8821},0,4,true,784404,5,0,73.33,Royals,caught
13,49193,6,45257,{8821},1,2,true,598051,23,2,176.92,Sunrisers,caught
6,51454,4,45257,{8821},0,2,true,548330,13,1,216.66,Warriors,caught
16,2281,1,50121,{8876},2,2,true,548358,14,0,87.5,Royals,caught
11,67455,9,56993,{88977},1,2,true,1359477,16,1,145.45,Capitals,caught
7,63477,8,95329,{88977},0,2,true,1359542,3,0,42.85,KKR,caught
22,56442,5,63224,{88977},3,2,true,1359495,22,0,100,Punjab Kings,caught
30,127735,14,154324,{88977},3,2,true,2663648,47,3,162.06,Sunrisers,caught
43,51216,2,73507,{88977},10,1,true,1359525,81,4,188.37,Titans,caught
4,72103,6,89165,{89165},0,1,true,1178412,0,0,0,Kings XI,caught
9,9900,1,61832,{89165},1,1,true,1178395,9,0,100,RCB,caught
47,48739,2,50789,{89779},6,1,true,1359490,51,0,108.51,Capitals,caught
22,51454,3,49040,{89779},0,1,true,1304083,22,1,100,Super Giants,caught
5,48349,6,6253,{8989},1,1,true,501258,5,0,100,Royals,caught
37,6256,1,49247,{8989},2,1,true,501261,32,0,86.48,Super Kings,caught
5,44930,3,0,"{8999,48431}",1,2,true,598011,4,0,80,Warriors,run out
16,61832,7,0,"{8999,53271}",2,2,true,980993,20,1,125,Daredevils,run out
1,67609,9,0,"{8999,7139}",0,1,true,1178398,0,0,0,KKR,run out
7,87477,10,0,"{8999,7593}",0,1,true,1136595,3,0,42.85,RCB,run out
