fielders,isout,team,wickettype,Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,Sum of fours,Sum of innings,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate
{75993},true,Kings XI,caught,27,56495,3,127174,1,3,2219222,25,2,144.54
{7773},true,Daredevils,run out,27,6315,3,0,3,1,548357,30,1,111.11
{7773},true,Mumbai,caught,27,1934,2,7520,6,2,501267,38,0,140.74
{80425},true,Titans,caught,27,70633,4,87603,4,1,1304056,31,0,114.81
{81147},true,Capitals,caught,27,66658,5,176378,7,3,2558179,37,0,305.71
{8270},true,Super Kings,caught,27,7593,4,19627,2,1,336001,32,1,118.51
"{83439,75325}",true,Super Giants,run out,27,54212,5,0,5,2,1370351,40,1,148.14
{86165},true,Guj Lions,caught,27,82008,10,149900,5,3,3146225,33,0,275.43
{8742},true,Supergiants,stumping,27,35384,3,47185,3,1,980989,33,1,122.22
{9235},true,Kings XI,caught,27,67983,16,30989,4,4,1503737,32,0,267.1
{94051},true,Royals,caught,27,163549,4,174230,3,2,2624400,36,2,264.77
{9570},true,KKR,caught,27,58920,8,51274,3,4,837184,24,0,198.82
{9801},true,Mumbai,caught,27,47245,6,16637,2,4,784422,19,1,132.14
{101424},true,Mumbai,caught,26,61990,5,101430,7,2,1359505,57,3,219.23
{10556},true,Sunrisers,caught,26,117484,9,96163,2,2,1427863,29,1,222.42
{15308},true,Chargers,caught,26,54440,7,115718,2,2,1096650,23,0,170.47
{2024},true,KKR,caught,26,23177,10,104403,3,3,1049615,29,1,116
{35812},true,Mumbai,caught,26,112264,10,58448,6,2,2117617,54,3,350.72
{4382},true,Mumbai,caught,26,94297,9,59724,6,2,838268,44,1,353.75
{45222},true,Warriors,caught,26,77170,13,94085,1,3,1049600,37,3,284.61
"{47347,12701}",true,KKR,run out,26,51454,3,0,1,1,829781,33,2,126.92
{48128},true,Daredevils,caught,26,15200,7,12125,5,4,672076,36,1,225
{49039},true,Capitals,caught,26,48739,2,58274,8,2,1304087,42,0,161.53
{50121},true,Mumbai,caught,26,52395,9,68387,5,2,1282382,35,0,140
{50483},true,Mumbai,run out,26,101676,6,0,5,3,1816642,49,4,339.09
{50771},true,Sunrisers,caught,26,70455,6,59203,0,2,1196018,12,0,80.55
{51050},true,Kochi,caught,26,8241,2,15473,3,1,501242,29,0,111.53
{51216},true,Sunrisers,caught,26,179501,17,258034,2,7,5083808,21,0,233.33
{51421},true,RCB,caught,26,200483,13,217354,1,5,3824667,28,1,415.06
{51482},true,Sunrisers,stumping,26,21949,6,40085,1,4,1196054,18,0,127.77
{52241},true,Kings XI,caught,26,131629,15,137871,4,5,3301826,33,1,274.99
{52539},true,Warriors,caught,26,7716,6,9022,2,1,501262,24,0,92.3
{53978},true,Super Kings,run out,26,15716,3,0,4,1,829753,29,0,111.53
{54212},true,Mumbai,caught,26,124365,9,129842,2,3,2440682,45,4,345.23
{54282},true,Daredevils,run out,26,86165,2,0,3,2,981003,32,0,123.07
{57444},true,KKR,caught,26,70411,3,56596,3,1,1178418,21,0,80.76
{59599},true,Kings XI,caught,26,67455,8,49958,0,1,829767,22,1,84.61
{59600},true,Daredevils,caught,26,98381,16,197131,0,5,2700308,35,3,258.82
{59600},true,Royals,caught,26,173387,18,215165,2,4,3448557,34,2,421.73
{60806},true,Mumbai,run out,26,119387,10,0,4,3,2386669,34,2,230.55
{61325},true,Daredevils,caught,26,77392,11,70440,0,5,2851505,13,0,144.28
{62022},true,Capitals,caught,26,285934,13,130691,2,6,3649044,20,0,140
{62022},true,KKR,caught,26,192511,17,103763,1,5,3686632,30,2,323.84
{64244},true,RCB,run out,26,152360,6,0,3,3,2299140,37,1,280.38
{72103},true,Capitals,caught,26,191473,11,183752,5,6,3648980,28,0,321.26
{72397},true,Royals,caught,26,60806,3,94051,5,1,1312197,47,3,180.76
{74633},true,Super Kings,caught,26,46933,2,54222,2,2,1254113,31,2,119.23
"{75591,49039}",true,Kings XI,run out,26,59599,3,0,2,1,1178427,36,1,138.46
{7593},true,Mumbai,run out,26,47308,3,0,1,2,419165,27,2,103.84
{7678},true,Warriors,caught,26,48248,5,59260,4,2,548362,31,0,119.23
"{7773,12562}",true,Royals,run out,26,12619,6,0,1,1,419111,29,2,111.53
"{85763,86109}",true,Mumbai,run out,26,75325,3,0,6,2,1359490,31,0,119.23
{86165},true,Super Kings,stumping,26,10125,1,12562,4,2,1175360,44,3,169.23
{8742},true,Capitals,caught,26,118705,12,175978,0,3,2520644,7,0,51.63
{8999},true,Super Giants,caught,26,60530,1,54430,2,2,1304053,40,3,153.84
{10125},true,Super Kings,run out,25,46933,4,0,3,1,829797,29,0,116
{104814},true,Super Giants,caught,25,54212,5,95320,2,2,1359532,40,3,160
{10553},true,Mumbai,caught,25,132399,7,110433,1,3,1810750,22,1,174.66
{108342},true,Capitals,caught,25,67455,8,50789,4,1,1359490,54,5,216
{108718},true,Punjab Kings,caught,25,87990,9,127148,1,3,2719071,20,0,83.33
{15716},true,Capitals,caught,25,214801,10,126701,2,4,3535552,19,0,252.22
{35384},true,Super Kings,run out,25,15716,3,0,12,2,734047,87,6,348
{3947},true,KKR,caught,25,61189,10,68266,4,3,1120452,26,0,291.66
{4176},true,KKR,stumping,25,15490,11,96862,2,2,784368,19,1,191.22
{45105},true,Royals,caught,25,75295,12,144456,4,4,1538665,27,0,371.42
{45257},true,Punjab Kings,caught,25,250985,20,167873,1,4,3862208,23,2,272.85
{47252},true,Daredevils,caught,25,57186,14,53869,1,3,672053,16,0,116.66
{47340},true,Daredevils,caught,25,59599,3,48998,2,2,734005,31,2,124
{47347},true,RCB,run out,25,51454,1,0,3,2,419136,29,0,116
"{49752,46597}",true,KKR,run out,25,51012,6,0,2,2,1178410,65,9,260
"{49958,8742}",true,Sunrisers,run out,25,51088,3,0,5,1,1082627,40,0,160
{51057},true,Supergiant,caught,25,53320,5,63646,3,2,1082642,33,2,132
{51088},true,RCB,run out,25,54222,5,0,3,2,1254095,40,2,160
{52539},true,Mumbai,caught,25,57404,8,9752,3,4,1002536,22,0,186.11
"{54460,46533}",true,KKR,run out,25,95316,2,0,3,2,1216540,34,1,136
"{54479,9022}",true,Super Kings,run out,25,15716,3,0,4,1,598034,44,1,176
{56511},true,RCB,caught,25,112401,13,168726,1,4,2608212,20,0,164.28
{56596},true,Daredevils,caught,25,95315,1,56596,4,1,1136592,47,4,188
{58406},true,RCB,caught,25,375116,24,384071,2,6,7355632,21,1,338.87
"{59261,53271}",true,KKR,run out,25,49039,1,0,5,2,1136575,35,1,140
{59261},true,KKR,caught,25,170462,9,200754,0,3,3435753,27,3,231.42
{62500},true,Sunrisers,caught,25,102304,5,142621,2,3,2440643,22,1,166.66
{6256},true,KKR,caught,25,15477,5,107089,5,3,1146403,28,0,181.57
"{6259,9587}",true,Chargers,run out,25,8163,6,0,1,1,392216,32,2,128
{63646},true,Sunrisers,caught,25,51454,3,12894,3,1,1178423,36,1,144
{66101},true,Royals,run out,25,60806,3,0,4,2,1216537,48,3,192
{66116},true,KKR,caught,25,47055,5,104770,5,1,1216520,40,2,160
{67455},true,Super Giants,caught,25,125009,5,165257,0,3,2663538,19,1,151.27
{67609},true,Kings XI,caught,25,96342,6,113437,0,4,2311965,35,3,190
{70633},true,RCB,run out,25,10384,3,0,4,1,1136591,37,2,148
{74633},true,Royals,caught,25,53271,5,61832,1,1,1216522,24,1,96
{75325},true,Super Giants,caught,25,282267,19,264072,1,5,5393497,31,3,294.16
{7593},true,Chargers,stumping,25,66439,15,69599,2,6,1386621,23,1,156.66
{7678},true,Guj Lions,caught,25,75325,2,12562,5,1,1082640,34,1,136
{77887},true,KKR,caught,25,175272,9,165134,3,4,2663568,23,0,175
{78239},true,Titans,caught,25,53891,5,78239,0,1,1304113,34,3,136
{81147},true,Titans,caught,25,51216,1,58274,2,1,1304081,25,1,100
{8197},true,Kings XI,caught,25,9587,2,48405,7,2,336031,50,2,200
{8197},true,RCB,run out,25,2232,1,0,6,2,336002,31,0,124
{8726},true,KKR,caught,25,25478,11,127266,1,6,1794015,22,1,100
{8742},true,Sunrisers,stumping,25,184503,23,212110,1,6,3627437,22,1,295.71
{95429},true,Super Kings,caught,25,8742,2,59261,2,2,1304079,30,2,120
{96408},true,Royals,caught,25,177589,10,144327,2,3,2520604,30,2,242.94
{96417},true,Capitals,caught,25,172330,7,115256,7,3,2470597,54,2,423.52
{101792},true,RCB,caught,24,49752,1,73507,2,1,1312198,25,0,104.16
{102735},true,Titans,caught,24,53891,5,59339,1,1,1304103,26,1,108.33
{104396},true,Super Kings,caught,24,189598,15,274287,0,5,3912263,15,1,117.5
{11920},true,Super Kings,caught,24,20487,12,51009,2,2,1330943,34,1,304.75
{11984},true,Mumbai,caught,24,108500,12,86452,4,4,1571279,24,0,270.29
{12049},true,Royals,run out,24,2281,1,0,2,2,598065,25,1,104.16
{15308},true,Super Kings,caught,24,7593,5,7678,3,1,829801,27,1,112.5
{44691},true,Royals,caught,24,110083,10,98973,2,4,1659514,31,2,177.89
{44930},true,RCB,caught,24,7419,2,2000,8,2,501252,38,0,158.33
{44946},true,Mumbai,caught,24,1934,2,7716,5,1,501241,24,0,100
{45592},true,KKR,caught,24,19647,6,51453,1,1,335993,16,0,66.66
{46533},true,Mumbai,stumping,24,1934,2,44814,7,2,501270,40,0,166.66
{46533},true,Punjab Kings,caught,24,7568,3,80807,6,1,1254083,46,2,191.66
{47023},true,Chargers,caught,24,2347,3,7540,2,2,419106,19,0,79.16
{47079},true,Warriors,caught,24,7716,3,58274,4,2,598035,31,0,129.16
{47154},true,Warriors,caught,24,47023,5,12562,1,2,598018,20,0,83.33
"{47308,8742}",true,Sunrisers,run out,24,12562,8,0,3,1,598018,30,0,125
{49247},true,Capitals,caught,24,72393,6,45257,3,1,1254114,37,1,154.16
{49342},true,Kings XI,caught,24,113543,10,64679,5,3,1332026,46,3,301.05
{49361},true,RCB,caught,24,58494,8,11736,3,4,728190,21,0,243.15
{49752},true,Royals,run out,24,15473,5,0,1,1,419115,26,2,108.33
{49752},true,Warriors,caught,24,109021,17,116940,2,5,1744396,28,1,323.79
{50483},true,Royals,caught,24,2281,1,59325,3,1,548309,28,0,116.66
"{51050,7520}",true,Royals,run out,24,2281,1,0,2,1,548312,26,2,108.33
{51050},true,Guj Lions,caught,24,15716,3,61325,3,2,980937,28,0,116.66
{51196},true,Chargers,caught,24,12049,3,51196,2,1,548356,45,3,187.5
{51216},true,Super Kings,stumping,24,59827,10,146614,1,3,1870627,21,0,175.51
"{51454,11920}",true,Royals,run out,24,10125,4,0,5,1,729315,33,0,137.5
{52161},true,Super Kings,stumping,24,15716,3,79159,6,2,1178416,38,1,158.33
{53314},true,KKR,caught,24,15473,5,7540,2,1,501255,36,3,150
{53320},true,Super Giants,caught,24,134884,11,145471,2,4,2718960,34,3,211.1
{53330},true,Mumbai,caught,24,49040,4,51455,6,2,829795,49,2,204.16
{53391},true,Royals,caught,24,59600,1,7139,4,2,734017,48,3,200
"{54222,54212}",true,Guj Lions,run out,24,75325,7,0,3,2,980955,27,0,112.5
{54222},true,Guj Lions,caught,24,15716,3,67455,4,2,1082616,32,0,133.33
{54430},true,Sunrisers,caught,24,95320,1,101414,5,2,1304092,39,1,162.5
{55296},true,RCB,caught,24,49752,7,49040,4,2,419157,37,1,154.16
{58269},true,Kings XI,caught,24,11984,4,49327,1,1,598021,22,1,91.66
{58299},true,Sunrisers,caught,24,47078,3,66725,4,1,829799,28,0,116.66
{58406},true,RCB,stumping,24,101339,1,95219,4,1,1216499,33,1,137.5
{58408},true,Guj Lions,caught,24,10384,2,58408,5,2,980937,42,2,175
{60530},true,Capitals,caught,24,293361,19,215556,0,6,4783775,20,1,183.32
{62182},true,KKR,caught,24,11920,1,15731,5,1,598013,28,0,116.66
"{6253,7129}",true,Chargers,run out,24,12084,3,0,3,2,392228,31,1,129.16
{63477},true,RCB,caught,24,160569,15,161237,6,4,3674492,32,0,349.16
{64936},true,Daredevils,caught,24,45222,3,45105,0,2,729309,19,0,79.16
"{7139,9900}",true,RCB,run out,24,66190,5,0,2,1,980927,37,2,154.16
{72103},true,Super Kings,caught,24,10125,1,12894,3,1,1178393,26,1,108.33
{7458},true,Chargers,caught,24,63766,17,34726,0,6,1285654,17,0,113.33
{75311},true,Guj Lions,caught,24,75325,1,19422,3,1,1082629,31,2,129.16
{7568},true,Daredevils,caught,24,123572,7,110681,1,2,1810824,24,1,177.77
{7593},true,Kings XI,stumping,24,134180,12,25788,3,3,1659562,24,1,197.14
{7593},true,Punjab Kings,stumping,24,103766,2,49247,4,2,1359515,42,2,175
"{7786,10384}",true,Kings XI,run out,24,9587,4,0,2,1,392186,26,0,108.33
{7804},true,RCB,caught,24,52539,2,11271,1,1,336012,20,0,83.33
{78239},true,Capitals,run out,24,50771,3,0,0,2,1304073,14,0,58.33
{8021},true,Super Kings,caught,24,15716,3,12562,2,1,548352,32,2,133.33
"{86165,51092}",true,Super Kings,run out,24,8999,4,0,5,1,1136590,41,1,170.83
{86165},true,Supergiant,caught,24,224274,18,94908,2,8,4330439,31,2,504.27
{8999},true,Supergiants,caught,24,7593,5,70640,2,1,980957,24,0,100
{9022},true,Kings XI,caught,24,111049,4,18527,2,2,1017137,18,0,118.75
{95094},true,Punjab Kings,caught,24,59832,5,80607,1,2,1359515,40,4,166.66
{95320},true,RCB,caught,24,46533,4,15308,1,1,1216502,24,1,100
{98673},true,Super Kings,caught,24,49247,8,107007,0,1,1359535,20,1,83.33
{9982},true,Daredevils,caught,24,46533,4,2000,0,2,419111,15,0,62.5
0,true,RCB,hitwicket,24,34913,7,19159,4,2,884383,42,3,393.75
0,true,Super Giants,hitwicket,24,102735,8,50121,4,2,1359489,30,0,125
{108529},true,Punjab Kings,caught,23,155798,12,217058,2,2,2608148,24,1,224.16
{12049},true,Kochi,caught,23,49193,8,53549,4,2,501229,22,0,95.65
{12049},true,Mumbai,caught,23,8813,3,15731,4,2,598060,30,0,130.43
{12701},true,Mumbai,run out,23,54827,13,0,5,3,811332,41,1,314.44
{15731},true,KKR,caught,23,23246,8,64412,3,4,1912387,27,1,216.96
{17752},true,Royals,caught,23,9982,3,10280,6,1,419118,31,0,134.78
{17850},true,Daredevils,caught,23,7773,1,7139,2,2,392215,19,0,82.6
{1934},true,Kings XI,run out,23,49005,1,0,5,1,392222,43,3,186.95
{1988},true,KKR,caught,23,16864,18,21177,3,4,1064191,20,0,350.9
{2000},true,Kochi,caught,23,49247,5,2000,2,1,501225,22,0,95.65
{2281},true,KKR,caught,23,9800,3,50501,6,3,967460,39,1,289.16
{2347},true,KKR,run out,23,7786,2,0,3,1,336014,24,0,104.34
{24777},true,Super Kings,caught,23,7593,4,58274,5,1,598020,44,1,191.3
{44814},true,Warriors,caught,23,7716,4,7678,2,2,501232,41,3,178.26
{45222},true,Guj Lions,caught,23,84138,10,38844,1,2,1961890,21,1,145.09
{45358},true,Sunrisers,caught,23,12701,3,45358,5,1,734037,26,1,113.04
{47023},true,Mumbai,caught,23,8999,5,48965,2,2,598055,26,1,113.04
{47079},true,Super Kings,run out,23,49342,2,0,3,1,598062,31,1,134.78
{48319},true,Mumbai,caught,23,59392,9,20708,2,3,920413,26,0,202.22
{49752},true,Supergiant,caught,23,61999,2,66253,3,1,1082607,31,1,134.78
{49958},true,Mumbai,caught,23,79632,13,38844,3,4,1659494,30,1,136.36
{50709},true,Mumbai,caught,23,8999,3,51050,5,2,980927,31,0,134.78
{51216},true,Kings XI,run out,23,74442,13,0,3,3,1472620,29,1,190
{51216},true,Punjab Kings,caught,23,75347,6,66722,5,1,1359492,25,0,108.69
{52656},true,KKR,caught,23,124630,17,123122,1,2,2719060,22,1,208.88
{53320},true,Sunrisers,caught,23,187946,22,263280,1,7,4518374,22,1,347.61
{53330},true,Kings XI,caught,23,159660,10,176213,2,5,2192617,33,2,360.6
"{53891,50884}",true,Mumbai,run out,23,1934,2,0,3,1,548334,23,0,100
{55296},true,Kings XI,caught,23,53891,4,45105,3,1,829717,24,0,104.34
{56442},true,Super Giants,caught,23,56832,2,104281,1,1,1359495,29,3,126.08
{58365},true,Sunrisers,caught,23,47078,3,62153,2,2,980907,19,0,82.6
"{59600,86165}",true,Mumbai,run out,23,70633,7,0,0,1,1082614,24,2,104.34
{59600},true,Sunrisers,caught,23,67341,6,132760,4,2,2314982,30,0,264.16
{62500},true,Daredevils,caught,23,140387,8,159279,5,3,2273144,40,2,335.38
{63224},true,Sunrisers,caught,23,114087,11,105766,6,4,2390655,34,0,161.9
{63477},true,Royals,caught,23,124630,14,228908,3,4,3744785,23,0,338.63
"{63509,7716}",true,Daredevils,run out,23,59600,3,0,5,2,1082611,33,1,143.47
{6354},true,Daredevils,caught,23,48739,2,49327,5,2,392219,36,1,156.52
{66101},true,Super Kings,caught,23,68397,18,161148,2,6,2489463,25,1,284.44
"{66358,61797}",true,Sunrisers,run out,23,48739,4,0,3,1,734007,44,3,191.3
{67455},true,Royals,caught,23,191893,11,129492,2,4,2875950,26,1,242.3
"{69114,8742}",true,Guj Lions,run out,23,35812,5,0,1,2,981001,26,2,113.04
{70405},true,Mumbai,caught,23,285177,21,317950,3,5,5200479,28,1,475
"{75347,101430}",true,KKR,run out,23,51012,6,0,3,2,1359527,42,3,182.6
{81141},true,Super Giants,caught,23,63224,5,108529,4,2,1359484,34,1,147.82
{8270},true,Chargers,caught,23,57524,13,14663,3,4,672040,43,3,368.88
{87477},true,Capitals,caught,23,138786,12,181461,3,4,2575999,28,0,227.77
{9900},true,Supergiants,caught,23,50281,3,70640,4,1,980957,45,3,195.65
0,true,Royals,retired out,23,12894,6,0,0,1,1304066,28,2,121.73
{101430},true,RCB,caught,22,54222,5,104281,3,2,1304106,35,1,159.09
{10401},true,Mumbai,caught,22,48405,4,2000,1,1,501231,13,0,59.09
{104281},true,Capitals,caught,22,172195,16,182247,1,3,2663643,19,1,163.88
{10556},true,Chargers,caught,22,9587,3,2041,1,1,548376,15,0,68.18
{10562},true,Royals,caught,22,58116,4,50810,0,2,501235,29,3,131.81
{110107},true,RCB,caught,22,140457,8,118226,0,2,2718988,32,3,294.44
{12049},true,KKR,run out,22,2024,3,0,2,1,336010,20,0,90.9
{12894},true,Kings XI,run out,22,10129,2,0,4,1,548343,32,1,145.45
"{15317,8999}",true,Royals,run out,22,8021,5,0,0,2,419150,22,1,100
{15473},true,Warriors,caught,22,2024,4,48277,0,1,501262,18,1,81.81
"{15716,45257}",true,Royals,run out,22,60806,4,0,2,2,1136603,21,0,95.45
{1934},true,Chargers,caught,22,8870,4,65915,3,5,1230480,17,0,113.33
{19647},true,Chargers,caught,22,4176,1,7136,1,1,335986,23,2,104.54
{4271},true,RCB,caught,22,47211,10,13293,2,4,784370,21,0,136.11
{4382},true,Chargers,caught,22,49005,2,49040,0,1,501256,20,2,90.9
{44853},true,RCB,caught,22,84005,14,66576,4,4,1583832,28,0,209.51
{44930},true,Super Kings,caught,22,49342,2,47308,2,2,598015,24,1,109.09
"{45257,7593}",true,KKR,run out,22,15473,2,0,4,1,598022,25,0,113.63
{46933},true,Titans,run out,22,51216,1,0,4,1,1304113,31,1,140.9
"{47308,49040}",true,RCB,run out,22,2281,2,0,3,2,419162,23,0,104.54
"{48277,4173}",true,Royals,run out,22,51096,1,0,3,1,829811,37,2,168.18
{48739},true,Chargers,caught,22,52787,8,63743,3,4,784460,30,1,245.71
{49039},true,Royals,run out,22,51096,1,0,3,1,733979,30,1,136.36
{49309},true,Capitals,caught,22,50281,3,89779,1,2,1254086,24,0,109.09
"{50771,50810}",true,Daredevils,run out,22,7630,5,0,2,2,419160,23,0,104.54
{51057},true,Super Kings,caught,22,45554,1,48431,0,2,729303,29,4,131.81
{51088},true,Capitals,caught,22,239039,12,205395,2,5,3724706,19,0,245.83
{52539},true,Super Kings,stumping,22,8821,1,3328,1,2,548332,15,0,68.18
{53271},true,Super Kings,run out,22,52241,5,0,3,1,1136603,27,0,122.72
{53565},true,Super Kings,caught,22,7593,4,48431,1,1,392196,22,1,100
{54212},true,KKR,caught,22,70411,3,60737,9,2,1304112,42,0,190.9
{54212},true,Sunrisers,caught,22,187459,15,204027,1,5,3850741,12,0,142.85
{54460},true,Royals,caught,22,8742,4,61325,1,1,1216514,17,0,77.27
{56596},true,KKR,caught,22,54340,2,56596,2,1,1136618,18,0,81.81
{58403},true,Super Giants,caught,22,56832,3,46597,8,2,1359480,53,2,240.9
{58466},true,Royals,caught,22,12894,5,104787,1,1,1359491,30,2,136.36
{59215},true,Super Kings,run out,22,46933,4,0,4,2,829773,33,0,150
{59599},true,Daredevils,run out,22,86165,4,0,1,1,1082599,31,2,140.9
"{60530,59339}",true,RCB,run out,22,103588,6,0,1,1,1304077,26,0,118.18
{64767},true,Capitals,caught,22,95315,1,66253,5,2,1178395,28,0,127.27
"{66253,51482}",true,Guj Lions,run out,22,49247,6,0,2,2,1082610,23,0,104.54
{66722},true,Sunrisers,run out,22,15887,2,0,4,2,980991,25,0,113.63
{70640},true,Punjab Kings,caught,22,60530,1,49040,2,1,1254099,21,0,95.45
{7139},true,KKR,run out,22,47624,4,0,5,1,501267,35,1,159.09
{7519},true,Royals,caught,22,10406,1,7519,4,2,419107,26,0,118.18
{7632},true,Kochi,caught,22,49247,6,53314,2,1,501247,23,0,104.54
{7632},true,RCB,caught,22,57061,11,49347,4,4,755135,51,4,242.85
{7704},true,Royals,caught,22,12701,2,59261,3,1,419158,18,0,81.81
"{77887,63509}",true,Capitals,run out,22,86109,5,0,2,2,1304056,25,1,113.63
{77887},true,Mumbai,caught,22,159434,13,171937,2,3,2719040,30,2,150
{79597},true,KKR,caught,22,100369,12,205146,1,2,2663592,31,3,260
{80645},true,Titans,caught,22,51216,1,78239,4,2,1304089,29,0,131.81
{8107},true,Sunrisers,caught,22,15887,1,15308,5,1,729301,33,1,150
{83439},true,Royals,caught,22,319280,17,309210,1,4,5271716,33,3,525.79
{8726},true,RCB,caught,22,7419,1,10125,5,2,598023,25,0,113.63
{8742},true,RCB,stumping,22,91362,11,126112,3,4,1659426,35,2,293.15
{88977},true,Punjab Kings,caught,22,56442,5,63224,3,2,1359495,22,0,100
{89779},true,Super Giants,caught,22,51454,3,49040,0,1,1304083,22,1,100
{9022},true,Royals,caught,22,52539,4,48277,1,1,548320,24,1,109.09
{9505},true,Guj Lions,caught,22,10384,2,7520,5,2,980949,43,2,195.45
{95315},true,KKR,caught,22,79153,7,137201,0,4,2440651,31,3,200
{9587},true,Chargers,run out,22,12084,7,0,2,1,419117,26,1,118.18
"{100878,72393}",true,Titans,run out,21,95316,2,0,5,2,1312197,35,1,166.66
{10129},true,Daredevils,caught,21,116035,12,123594,1,3,1680654,11,0,55
{101312},true,Mumbai,caught,21,75325,1,78239,4,2,1359528,42,4,200
{101414},true,Mumbai,caught,21,61990,4,64864,3,1,1304079,32,1,152.38
{104787},true,Sunrisers,caught,21,61999,4,49247,1,1,1359503,21,1,100
{12701},true,RCB,stumping,21,8742,4,2000,2,2,419154,26,1,123.8
{12701},true,Supergiant,caught,21,7593,5,54283,2,1,1082634,31,2,147.61
{15716},true,Warriors,caught,21,101519,18,107089,2,4,1196076,26,1,130
{4382},true,Super Kings,caught,21,26891,16,73633,2,3,1257473,20,0,288.88
{44930},true,Daredevils,caught,21,15554,3,50551,3,2,784464,27,1,142.1
"{45257,17850}",true,Kings XI,run out,21,15851,1,0,1,1,335991,18,1,85.71
{46933},true,Warriors,caught,21,50281,6,45487,0,2,548330,23,0,109.52
{47154},true,KKR,run out,21,47055,4,0,5,1,598013,47,3,223.8
{47695},true,Mumbai,caught,21,57348,12,101134,1,2,990237,19,0,179.09
{48277},true,Sunrisers,run out,21,51088,3,0,4,1,1254109,26,0,123.8
{48405},true,Chargers,caught,21,180110,26,148944,1,4,2193352,16,1,220
{48405},true,RCB,run out,21,56722,7,0,2,3,2156343,28,2,292.85
{49024},true,Capitals,caught,21,214659,20,192450,6,6,3912168,26,0,312.5
{49108},true,Super Kings,caught,21,15716,3,58274,2,2,1136595,25,1,119.04
{49247},true,Mumbai,run out,21,133864,16,0,2,4,2165250,29,1,145
{49247},true,Titans,caught,21,131261,10,147248,1,4,2674425,14,0,157.13
{49357},true,Super Kings,stumping,21,8742,3,98673,2,1,1304047,28,2,133.33
{50483},true,Kings XI,caught,21,53891,6,51098,3,2,829709,23,1,109.52
{50789},true,Titans,caught,21,77887,7,89779,3,1,1359509,42,3,200
{51012},true,Royals,caught,21,115319,8,114794,4,3,2314993,26,0,246.36
"{51096,86165}",true,RCB,run out,21,46533,4,0,1,1,1216505,35,2,166.66
{53754},true,Sunrisers,caught,21,19487,7,106339,1,4,1196008,18,0,144.11
{54282},true,Capitals,caught,21,154518,16,217197,1,3,3713284,20,1,273.61
{54282},true,RCB,caught,21,7568,2,12084,2,1,598042,21,1,100
{54430},true,Mumbai,caught,21,75325,3,49247,5,1,1359486,32,0,152.38
{56511},true,Capitals,caught,21,86109,4,101430,1,1,1304110,24,1,114.28
"{59266,8726}",true,Sunrisers,run out,21,44829,5,0,0,1,598071,29,3,138.09
{60609},true,Mumbai,caught,21,48405,4,51098,2,1,829769,27,1,128.57
{61411},true,KKR,caught,21,45358,5,54282,3,1,598053,31,1,147.61
{62181},true,Mumbai,caught,21,63224,5,87477,1,2,1178406,11,0,52.38
"{63509,52161}",true,Mumbai,run out,21,75325,4,0,2,1,1178394,17,0,80.95
{63646},true,Kings XI,caught,21,120129,3,112924,6,4,2273124,58,5,458.75
{6377},true,RCB,caught,21,59599,1,48249,3,2,548324,34,3,161.9
{64864},true,Titans,caught,21,63509,6,104758,2,2,1359475,27,1,128.57
{67312},true,Super Kings,caught,21,49342,1,56596,3,2,1216496,21,0,100
"{70405,60530}",true,Capitals,run out,21,54212,6,0,7,1,1216493,53,3,252.38
{71335},true,KKR,caught,21,51012,5,63477,3,2,1304065,24,0,114.28
"{7419,8813}",true,Royals,run out,21,15473,6,0,3,1,336038,45,4,214.28
{7568},true,Chargers,caught,21,9900,6,10556,1,1,548376,16,0,76.19
{7704},true,Mumbai,caught,21,8999,4,15308,1,1,729309,14,0,66.66
{77873},true,KKR,caught,21,70411,5,78239,3,1,1359510,48,4,228.57
{80639},true,KKR,caught,21,94125,3,96617,5,2,1359493,36,1,171.42
{8742},true,Daredevils,run out,21,59589,9,0,1,2,1153125,13,0,127.77
{9639},true,Kings XI,caught,21,59601,2,49040,3,2,548334,24,0,114.28
"{10129,47185}",true,Mumbai,run out,20,8813,4,0,5,1,548334,35,0,175
{10129},true,Chargers,run out,20,8021,7,0,0,2,548359,19,1,95
{102735},true,Punjab Kings,caught,20,234618,24,282735,3,6,3967688,27,1,330.9
{103766},true,Titans,caught,20,102753,3,101430,2,2,1359492,19,0,95
{10401},true,Daredevils,caught,20,87294,7,64965,1,3,1330965,21,2,245.23
{10406},true,RCB,caught,20,44930,3,47100,6,1,335992,44,3,220
{104770},true,RCB,caught,20,209890,14,192532,3,6,3687103,33,2,308.46
{10553},true,Kings XI,run out,20,66358,2,0,3,1,734033,25,1,125
{111976},true,Super Giants,caught,20,88977,4,107007,5,1,1359542,26,0,130
{11271},true,RCB,caught,20,12049,5,45554,3,1,336012,26,1,130
{12018},true,Super Kings,caught,20,8821,4,44853,3,1,548311,25,0,125
{15473},true,Kings XI,caught,20,109122,16,59336,2,3,1846892,25,1,314.93
{15851},true,Royals,caught,20,30946,7,94370,3,3,784405,22,1,248.34
{2024},true,RCB,caught,20,44946,1,7129,3,2,392221,22,0,110
{2228},true,Daredevils,caught,20,7781,2,7447,3,2,336004,40,3,200
{2232},true,KKR,caught,20,4048,5,55997,2,2,728181,11,0,95.83
"{3328,8742}",true,Mumbai,run out,20,9900,2,0,4,2,980909,23,0,115
